Title,Location,Price,Area,Room
                        Apartment Willemsparkweg                            ,            1071 GN Amsterdam (Museumkwartier)        ,"                €4,950 per month            ",185 m²,6 rooms
                        House Moestuinlaan                            ,            1036 KD Amsterdam (Tuindorp Oostzaan)        ,"                €4,500 per month            ",200 m²,10 rooms
                        Apartment Van Breestraat 90 II                            ,            1071 ZS Amsterdam (Museumkwartier)        ,"                €4,250 per month            ",122 m²,7 rooms
                        Apartment Esplanade de Meer                            ,            1098 WN Amsterdam (Middenmeer)        ,"                €2,500 per month            ",96 m²,3 rooms
                        Apartment NDSM-kade                            ,            1033 PG Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,694 per month            ",89 m²,2 rooms
                        Apartment NDSM-kade                            ,            1033 PG Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,568 per month            ",64 m²,2 rooms
                        Apartment NDSM-kade                            ,            1033 PG Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,460 per month            ",63 m²,2 rooms
                        Apartment NDSM-kade                            ,            1033 PG Amsterdam (Noordelijke IJ-oevers West)        ,"                €1,487 per month            ",71 m²,2 rooms
                        Apartment Lijnbaansgracht                            ,            1016 VX Amsterdam (Jordaan)        ,"                €7,500 per month            ",178 m²,2 rooms
                        Apartment Keizersgracht 385 B                            ,            1016 EJ Amsterdam (Grachtengordel-West)        ,"                €9,750 per month            ",300 m²,5 rooms
                        Studio Wibautstraat 150                            ,            1091 GR Amsterdam (Weesperzijde)        ,"                €3,250 per month            ",40 m²,1 room
                        Apartment Kalverstraat                            ,            1012 PH Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,750 per month            ",110 m²,4 rooms
                        Apartment Bos en Lommerplantsoen                            ,            1055 AA Amsterdam (De Kolenkit)        ,"                €4,500 per month            ",50 m²,2 rooms
                        Apartment Albert Cuypstraat 143 3                            ,            1072 CS Amsterdam (Oude Pijp)        ,"                €2,900 per month            ",53 m²,2 rooms
                        Apartment Gerard Doustraat                            ,            1073 XB Amsterdam (Oude Pijp)        ,"                €2,250 per month            ",62 m²,3 rooms
                        Apartment Hoogte Kadijk 54 H                            ,            1018 BN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €2,750 per month            ",93 m²,3 rooms
                        House Singel                            ,            1012 VD Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €5,500 per month            ",320 m²,6 rooms
                        Studio August Allebéplein                            ,            1062 AC Amsterdam (Overtoomse Veld)        ,                €673 per month            ,30 m²,1 room
                        Apartment Prinsengracht                            ,            1016 GV Amsterdam (Grachtengordel-West)        ,"                €4,900 per month            ",100 m²,3 rooms
                        Apartment NDSM-kade                            ,            1033 PG Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,654 per month            ",129 m²,4 rooms
                        Apartment Stromarkt                            ,            1012 SW Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,350 per month            ",65 m²,2 rooms
                        Apartment John Blankensteinstraat                            ,            1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €3,400 per month            ",105 m²,5 rooms
                        Studio Elizabeth Cady Stantonplein                            ,"            1102 BL Amsterdam (Bijlmer Centrum (D,F,H))        ",                €655 per month            ,30 m²,1 room
                        Apartment Tasmanstraat 3                            ,            1013 PW Amsterdam (Houthavens)        ,"                €2,150 per month            ",100 m²,4 rooms
